,regNum,currentContractStage,signDate,startDate,endDate,regionCode,fz,currencyCode,contractPrice,sup_name,sup_inn,sup_type,OKPD2,OKPD,prodPrice,prodQuantity,prodSum
18,1770420620122000080,E,2022-11-10,2023-01-01,2024-03-31,77,44,RUB,38567.52,"['ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ГОРОДСКАЯ ТЕЛЕФОННАЯ СЕТЬ""']",7710016640,U,61.10.11.120,,38567.52,1.0,38567.52
19,1770420620122000077,E,2022-11-08,2023-01-01,2023-12-31,77,44,RUB,217671.84,"['ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ГОРОДСКАЯ ТЕЛЕФОННАЯ СЕТЬ""']",7710016640,U,61.10.11.120,,217671.84,1.0,217671.84
20,1770420620122000078,EC,2022-11-07,2022-11-07,2022-12-31,77,44,RUB,753750.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОИМПОРТ""']",7751506234,U,,,50250.0,15.0,753750.0
21,1770420620122000079,E,2022-11-07,2023-01-01,2024-03-31,77,44,RUB,29618784.0,"['ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ГОРОДСКАЯ ТЕЛЕФОННАЯ СЕТЬ""']",7710016640,U,61.10.11.120,,29618784.0,1.0,29618784.0
22,1770420620122000075,EC,2022-11-01,2022-11-01,2022-12-31,77,44,RUB,7426053.04,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРСЕР ИНЖИНИРИНГ""']",7721609433,U,62.01.11.000,,7426053.04,1.0,7426053.04
23,1770420620122000076,EC,2022-10-31,2022-10-31,2022-12-31,77,44,RUB,1222500.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЭВАСЕНА""']",0275928964,U,,,2445.0,500.0,1222500.0
24,1770420620122000074,EC,2022-10-28,2022-10-28,2022-12-31,77,44,RUB,123650532.7,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРСЕР ИНЖИНИРИНГ""']",7721609433,U,62.02.30.000,,123650532.7,1.0,123650532.7
25,1770420620122000070,EC,2022-10-24,2022-10-24,2022-12-31,77,44,RUB,600000.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕОДАТА""']",9701014167,U,28.23.23.000,,236536.33,1.0,236536.33
26,1770420620122000071,EC,2022-10-24,2022-10-24,2022-12-31,77,44,RUB,9799999.62,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАШИНЕРИЯ""']",3301017652,U,,,11850.06,827.0,9799999.62
27,1770420620122000072,EC,2022-10-24,2022-10-24,2022-12-31,77,44,RUB,4072073.7,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""']",3662178908,U,17.23.13.110,,1190.66,50.0,59533.0
28,1770420620122000073,EC,2022-10-24,2022-10-24,2022-12-31,77,44,RUB,2983882.8,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""']",3662178908,U,17.23.13.191,,825.13,300.0,247539.0
29,1770420620122000068,EC,2022-10-10,2022-10-10,2022-12-31,77,44,RUB,402596.35,"['ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕХНОКРАТ""']",7705941560,U,26.30.23.000,,55139.67,6.0,330838.02
30,1770420620122000069,EC,2022-10-10,2022-10-10,2022-12-31,77,44,RUB,813375.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОДЕКС""']",5029218591,U,18.12.19.190,,521.5,750.0,391125.0
31,1770420620122000065,EC,2022-10-03,2022-10-03,2022-12-31,77,44,RUB,607653.99,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЯГКИЙ ОФИС""']",5027260044,U,,,42678.03,6.0,256068.18
32,1770420620122000066,EC,2022-10-03,2022-10-03,2022-12-31,77,44,RUB,5125575.9,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИКОМ""']",9718124841,U,,,57865.72,10.0,578657.2
33,1770420620122000067,EC,2022-10-03,2022-10-03,2022-12-31,77,44,RUB,32387.69,['ИП ФИРСОВ СЕРГЕЙ АНАТОЛЬЕВИЧ'],770802967741,P,27.32.13.139,,7629.23,3.0,22887.69
34,1770420620122000062,EC,2022-09-26,2022-09-26,2022-12-31,77,44,RUB,237825.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТИТУТ КОЖИ""']",7713560167,U,17.23.13.199,,262.5,906.0,237825.0
35,1770420620122000063,EC,2022-09-26,2022-09-26,2022-12-31,77,44,RUB,1576070.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М.СТРОЙ""']",7703369980,U,26.30.30.000,,37200.0,2.0,74400.0
36,1770420620122000064,EC,2022-09-26,2022-09-26,2022-12-31,77,44,RUB,8707999.55,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМНЫЕ ТЕХНОЛОГИИ""']",7726588120,U,58.29.50.000,,7285.71,104.0,757713.84
37,1770420620122000058,EC,2022-09-19,2022-09-19,2022-12-31,77,44,RUB,291596.52,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЕТЕЙ""']",4223712739,U,27.20.23.190,,759.36,383.0,290834.88
38,1770420620122000059,EC,2022-09-19,2022-09-19,2022-12-31,77,44,RUB,501822.5,['ИП АЛЕКСАНДРОВА МАРИЯ ВАСИЛЬЕВНА'],143523359408,P,,,37557.5,6.0,225345.0
39,1770420620122000060,EC,2022-09-19,2022-09-19,2022-12-31,77,44,RUB,1299016.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛЬНЫЕ КРИПТОГРАФИЧЕСКИЕ СИСТЕМЫ""']",6732205568,U,26.20.40.140,,1299016.0,1.0,1299016.0
40,1770420620122000061,EC,2022-09-19,2022-09-19,2022-12-31,77,44,RUB,8478810.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТУБИ""']",7729663658,U,26.20.40.140,,771310.0,1.0,771310.0
41,1770420620122000057,E,2022-09-15,2022-09-15,2023-12-31,77,44,RUB,2200000.0,"['ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ УПРАВЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ДИПЛОМАТИЧЕСКОГО КОРПУСА ПРИ МИНИСТЕРСТВЕ ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""']",7704010978,U,56.21.19.000,,2200000.0,1.0,2200000.0
42,1770420620122000052,EC,2022-09-12,2022-09-12,2022-12-31,77,44,RUB,499732.8,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НПО НОВАЯ ЭНЕРГИЯ""']",4009005956,U,22.22.99.000,,89.88,5560.0,499732.8
43,1770420620122000053,EC,2022-09-12,2022-09-12,2022-12-31,77,44,RUB,99635.61,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР СТЕКЛА И ЗЕРКАЛ""']",6686118974,U,,,4919.49,14.0,68872.86
44,1770420620122000054,ET,2022-09-12,2022-09-12,2022-12-31,77,44,RUB,4433450.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРГСТАЙЛ""']",3123157776,U,58.29.50.000,,8365.0,530.0,4433450.0
45,1770420620122000055,EC,2022-09-12,2022-09-12,2022-12-31,77,44,RUB,253800.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС""']",7726384374,U,28.22.18.390,,9196.33,1.0,9196.33
46,1770420620122000056,EC,2022-09-12,2022-09-12,2022-12-31,77,44,RUB,12332553.36,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМНЫЕ ТЕХНОЛОГИИ""']",7726588120,U,58.29.50.000,,740580.0,5.0,3702900.0
47,1770420620122000049,EC,2022-09-05,2022-09-05,2022-12-31,77,44,RUB,720000.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М.СТРОЙ""']",7703369980,U,26.30.50.129,,4067.0,2.0,8134.0
48,1770420620122000050,EC,2022-09-05,2022-09-05,2022-12-31,77,44,RUB,4502400.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМНЫЕ ТЕХНОЛОГИИ""']",7726588120,U,58.29.50.000,,281400.0,8.0,2251200.0
49,1770420620122000051,EC,2022-09-05,2022-09-05,2022-12-31,77,44,RUB,629553.58,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСКОВСКАЯ РЕКЛАМНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""АСПЕКТ""']",7751136826,U,17.29.19.140,,175.81,1.0,175.81
50,1770420620122000048,ET,2022-08-31,2022-08-31,2022-12-31,77,44,RUB,249991.02,"['АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОЗНАК""']",7813252159,U,17.23.13.143,,37.98,3749.0,142387.02
51,1770420620122000047,EC,2022-08-29,2022-08-29,2022-12-31,77,44,RUB,6752399.94,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМНЫЕ ТЕХНОЛОГИИ""']",7726588120,U,58.29.50.000,,281733.33,18.0,5071199.94
52,1770420620122000044,EC,2022-08-22,2022-08-22,2022-12-31,77,44,RUB,3260000.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР БЕЗОПАСНОСТИ ИНФОРМАЦИИ""']",5054004240,U,58.29.50.000,,3260000.0,1.0,3260000.0
53,1770420620122000045,EC,2022-08-22,2022-08-22,2022-12-31,77,44,RUB,4180612.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНМЕДТЕХНОЛОГИЯ""']",7819314877,U,,,2090306.0,2.0,4180612.0
54,1770420620122000046,EC,2022-08-22,2022-08-22,2022-12-31,77,44,RUB,5572349.64,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛЬНЫЕ КРИПТОГРАФИЧЕСКИЕ СИСТЕМЫ""']",6732205568,U,58.29.50.000,,50596.91,1.0,50596.91
55,1770420620122000043,ET,2022-08-16,2022-08-16,2022-12-31,77,44,RUB,1305908.4,"['ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДИПЛОМАТИЧЕСКАЯ АКАДЕМИЯ МИНИСТЕРСТВА ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""']",7704018590,U,85.42.19.900,,216.21,6040.0,1305908.4
56,1770420620122000041,E,2022-08-15,2022-08-15,2022-12-31,77,44,RUB,5949910.0,"['АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АКАДЕМИЯ ОБЩЕСТВЕННЫХ НАУК""']",2308278852,U,82.30.11.000,,5949910.0,1.0,5949910.0
57,1770420620122000042,EC,2022-08-15,2022-08-15,2022-12-31,77,44,RUB,243439.32,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАС ПРИНТ""']",7709360415,U,58.11.16.000,,4150.0,6.0,24900.0
58,1770420620122000038,EC,2022-08-08,2022-08-08,2022-12-31,77,44,RUB,854999.98,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЙПЕКС""']",5001107764,U,28.23.23.000,,148908.33,5.0,744541.65
59,1770420620122000039,EC,2022-08-08,2022-08-08,2022-12-31,77,44,RUB,9999213.2,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИКСИ""']",7704667562,U,,,599.87,1.0,599.87
60,1770420620122000037,ET,2022-08-05,2022-08-05,2022-12-31,77,44,RUB,7530000.0,"['ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР МЕЖДУНАРОДНОЙ ТОРГОВЛИ""']",7703034574,U,84.21.11.000,,7530000.0,1.0,7530000.0
61,1770420620122000035,EC,2022-07-18,2022-07-18,2022-12-31,77,44,RUB,323076.5,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МСК ПРИНТ""']",7734708174,U,18.12.14.000,,19.01,7650.0,145426.5
62,1770420620122000036,EC,2022-07-18,2022-07-18,2022-12-31,77,44,RUB,799831.26,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МСК ПРИНТ""']",7734708174,U,58.19.13.120,,15.05,2700.0,40635.0
63,1770420620122000034,EC,2022-07-07,2022-07-07,2022-12-31,77,44,RUB,550000.0,"['ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КРЫМ ""ДЕЛОВОЙ И КУЛЬТУРНЫЙ ЦЕНТР РЕСПУБЛИКИ КРЫМ""']",7704307344,U,58.11.12.000,,550000.0,1.0,550000.0
64,1770420620122000033,EC,2022-06-30,2022-06-30,2022-12-31,77,44,RUB,22619200.0,"['ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ УПРАВЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ДИПЛОМАТИЧЕСКОГО КОРПУСА ПРИ МИНИСТЕРСТВЕ ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""']",7704010978,U,86.21.10.130,,22619200.0,1.0,22619200.0
65,1770420620122000032,ET,2022-06-28,2022-06-28,2023-03-31,77,44,RUB,2440825.95,"['ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ МИНИСТЕРСТВА ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""']",7704595082,U,14.13.99.100,,68134.21,,
66,1770420620122000031,EC,2022-06-27,2022-06-27,2022-12-31,77,44,RUB,340334.0,['ИП ПАНОВА СВЕТЛАНА ВЛАДИМИРОВНА'],771523522769,P,32.99.99.000,,871.67,200.0,174334.0
67,1770420620122000030,EC,2022-06-14,2022-06-14,2022-12-31,77,44,RUB,1965762.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРПАКС""']",9724010627,U,58.19.13.120,,188.6,400.0,75440.0
68,1770420620122000026,EC,2022-06-07,2022-06-07,2022-12-31,77,44,RUB,474407.9,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРПАКС""']",9724010627,U,15.12.12.191,,3896.04,30.0,116881.2
69,1770420620122000027,EC,2022-06-07,2022-06-07,2022-12-31,77,44,RUB,5363732.68,['ИП ЛЕВШИН ВЯЧЕСЛАВ АНАТОЛЬЕВИЧ'],772606739904,P,26.20.40.120,,11672.43,23.0,268465.89
70,1770420620122000028,EC,2022-06-07,2022-06-07,2022-12-31,77,44,RUB,745662.53,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРПАКС""']",9724010627,U,,,120.05,899.0,107924.95
71,1770420620122000029,EC,2022-06-07,2022-06-07,2022-12-31,77,44,RUB,5256703.1,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРПАКС""']",9724010627,U,,,64.47,350.0,22564.5
72,1770420620122000022,EC,2022-05-30,2022-05-30,2022-12-31,77,44,RUB,499054.46,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАФЛАГ 2000""']",7717788349,U,13.92.29.190,,423.7,341.0,144481.7
73,1770420620122000023,EC,2022-05-30,2022-05-30,2022-12-31,77,44,RUB,266547.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАФЛАГ 2000""']",7717788349,U,13.92.29.190,,1116.0,150.0,167400.0
74,1770420620122000024,EC,2022-05-30,2022-05-30,2022-12-31,77,44,RUB,267347.55,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРПАКС""']",9724010627,U,,,192.34,100.0,19234.0
75,1770420620122000025,EC,2022-05-30,2022-05-30,2022-12-31,77,44,RUB,56816.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРПАКС""']",9724010627,U,32.91.12.140,,33.5,1696.0,56816.0
76,1770420620122000021,EC,2022-05-27,2022-05-27,2022-12-31,77,44,RUB,2614898.55,"['АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ""']",7715995942,U,58.11.11.000,,537.9,254.0,136626.6
77,1770420620122000020,ET,2022-05-13,2022-05-13,2022-12-31,77,44,RUB,1000000.0,"['АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АКАДЕМИЯ ОБЩЕСТВЕННЫХ НАУК""']",2308278852,U,82.30.11.000,,1000000.0,1.0,1000000.0
78,1770420620122000019,EC,2022-05-04,2022-05-04,2022-12-31,77,44,RUB,3000000.0,['ИП ПАХМУТОВ ОЛЕГ АНАТОЛЬЕВИЧ'],770900801649,P,58.14.19.000,,750000.0,4.0,3000000.0
79,1770420620122000017,EC,2022-04-29,2022-04-29,2022-12-31,77,44,RUB,45864000.0,"['АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОЗНАК""']",7813252159,U,17.23.13.143,,18.72,2450000.0,45864000.0
80,1770420620122000018,E,2022-04-26,2022-04-26,2023-12-31,77,44,RUB,3056090.0,"['АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОЧТА РОССИИ""']",7724490000,U,53.10.13.120,,3056090.0,1.0,3056090.0
81,1770420620122000015,EC,2022-04-25,2022-04-25,2022-12-31,77,44,RUB,21303000.0,"['АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОЗНАК""']",7813252159,U,18.12.19.190,,157.8,135000.0,21303000.0
82,1770420620122000016,EC,2022-04-25,2022-04-25,2022-12-31,77,44,RUB,6998180.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОПИТЕХСЕРВИС""']",7713750506,U,,,518.0,13510.0,6998180.0
83,1770420620122000014,E,2022-04-20,2023-01-01,2024-12-31,77,44,RUB,78712254.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРСЕР ИНЖИНИРИНГ""']",7721609433,U,62.01.11.000,,78712254.0,1.0,78712254.0
84,1770420620122000013,E,2022-04-20,2023-01-01,2024-12-31,77,44,RUB,746631246.0,"['ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРСЕР ИНЖИНИРИНГ""']",7721609433,U,62.01.11.000,,746631246.0,1.0,746631246.0
85,1770420620122000012,ET,2022-04-15,2022-04-15,2022-12-31,77,44,RUB,45068556.21,"['ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКОЕ УЧРЕЖДЕНИЕ ""ЛЕЧЕБНО-ОЗДОРОВИТЕЛЬНЫЙ ЦЕНТР МИНИСТЕРСТВА ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""']",7704560058,U,86.21.10.190,,45068556.21,1.0,45068556.21
